Software Engineer - Factory Systems	2026-02-02	https://jobright.ai/jobs/info/69817f287f40342e15da8ad9?utm_source=1100&utm_campaign=Software Engineering	On Site	Ashville, OH	Anduril Industries	$99K-$149K /yr	5001-10000	Aerospace, Artificial Intelligence (AI)	"1. BS, MS, or equivalent experience in Computer Science, Engineering, or related technical discipline.
2. Strong programming skills in at least one language (e.g., Python, Java, Rust, Go, TypeScript).
3. Understanding of data structures, algorithms, and software engineering fundamentals.
4. Ability to break down problems and articulate solutions clearly.
5. Passion for building software, positive learning attitude, and ability to work in a team."	not sure	
Software Engineer	2026-02-02	https://jobright.ai/jobs/info/69817ee57f40342e15da8aa4?utm_source=1100&utm_campaign=Software Engineering	Hybrid	New York, NY	Mammoth Brands	$110K-$130K /yr	501-1000	Cosmetics, Men's	"1. Strong JavaScript/TypeScript fundamentals and familiarity with React or similar component-based frameworks
2. Genuinely curious—you actively seek out learning opportunities and stay up to date on new developments in your field
3. Curious about how e-commerce works—you're interested in why conversion rates, page speed, and checkout flows matter, not just how to build them
4. Comfortable using AI tools (Copilot, ChatGPT, Claude, etc.) in your development workflow—and you know how to validate their output
5. Take ownership of your work: you dive in without being asked twice and deliver on your commitments
..."	not sure	
SAP HANA Developer	2026-02-02	https://jobright.ai/jobs/info/698174d17f40342e15da7f92?utm_source=1100&utm_campaign=Software Engineering	On Site	Washington, DC	Accenture Federal Services	$76100-$136700 /yr	10000+	Consulting, Finance	"1. 1+ year of SAP HANA developer experience
2. Experience with ODP DataSources, Data Services, and file transfers
3. Experience with unit testing
4. US Citizens only (no dual citizenship)
5. Eligible to receive an interim Public Trust clearance"	no	
Application Software Engineer, Data - Top Secret Clearance	2026-02-02	https://jobright.ai/jobs/info/68f14fc4e6870116b1f568a3?utm_source=1100&utm_campaign=Software Engineering	On Site	Hawthorne, CA	SpaceX	$120K-$145K /yr	10000+	Aerospace, Manufacturing	"1. Bachelor's degree in computer science, data science, engineering, math, physics, or scientific discipline; OR 2+ years of professional experience building software in lieu of a degree
2. 1+ years of experience in full stack development, software engineering, data engineering, or data science
3. Active Top Secret or TS/SCI
4. Willing to work extended hours and weekends when needed
5. To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. 1157, or (iv) Asylee under 8 U.S.C. 1158, or be eligible to obtain the required authorizations from the U.S. Department of State."	no	
Junior Platform Engineer	2026-02-02	https://jobright.ai/jobs/info/698191a8abff4c399aa0b0cf?utm_source=1100&utm_campaign=Software Engineering	On Site	Beavercreek, OH	Government Tactical Solutions, LLC	$145K-$190K /yr	101-250	Information Technology, Project Management	"1. Active TS/SCI security clearance
2. US citizenship
3. Bachelor's degree in Computer Science, Information Technology, Engineering, or related technical field
4. Minimum 1 year of professional experience in DevOps, platform engineering, infrastructure operations, or related field; recent graduates with relevant internships or coursework will be considered
5. Foundational knowledge of Azure cloud services
..."	no	
Postbaccalaureate Appointee – Jupyter AI Integration	2026-02-02	https://jobright.ai/jobs/info/698173a649964d25b5e46cfe?utm_source=1100&utm_campaign=Software Engineering	On Site	Lemont, IL	Argonne National Laboratory	$59K-$92K /yr	1001-5000	Energy, Security	"1. Recently completed a bachelor’s degree in computer science, computational science, data science, or a related field, with demonstrated ability to apply academic knowledge to real-world technical challenges.
2. Strong programming skills, particularly in Python, with experience developing, testing, and debugging software.
3. Familiarity with REST APIs and their use in integrating software components or services.
4. Foundational knowledge of AI concepts and tools, including large language models (LLMs) and their applications.
5. Experience using Jupyter notebooks and familiarity with the Jupyter software ecosystem.
..."	no	
Junior Software Developer	2026-02-02	https://jobright.ai/jobs/info/6977f8f988e2b47213bc074e?utm_source=1100&utm_campaign=Software Engineering	On Site	Washington, DC	Accenture Federal Services	$76100-$136700 /yr	10000+	Consulting, Finance	"1. 1+ years of experience in web frameworks like AngularJS, or ReactJS
2. Code source control such as GIT
3. 1+ years of experience in web application development and REST
4. 1+ years of experience in development with C or C like languages
5. 1+ years of experience working in a Linux environment with an understanding of agile development
..."	no	
Software Developer I	2026-02-02	https://jobright.ai/jobs/info/69811fb8abff4c399a9ff2c0?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Lumen Technologies	$55K-$74K /yr	10000+	Big Data, Information Services	"1. At least 1 years of experience in Core Java Python NodeJS
2. Understand requirements and provide solutions with good turnaround time
3. Ability to learn new technologies and implement with little to no guidance
4. Excels at working in a fast-paced, startup mode.
5. 6 months development experience
..."	not sure	
Junior Engineer	2026-02-02	https://jobright.ai/jobs/info/698171b0abff4c399aa06f16?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Brentwood, TN	360 Privacy	$80K-$100K /yr	51-100	Identity Management, Risk Management	"1. Proficiency in Python
2. Working knowledge of SQL
3. Experience using Git for version control
4. Comfort working with command-line tools
5. Strong problem-solving skills and attention to detail
..."	not sure	yes
Software Development Engineer - 2026 (US)	2026-02-02	https://jobright.ai/jobs/info/69816ff049964d25b5e469f9?utm_source=1100&utm_campaign=Software Engineering	On Site	Seattle, WA	Amazon	$110K-$160K /yr	10000+	Artificial Intelligence (AI), Delivery	"1. Are 18 years of age or older
2. Experience with at least one general-purpose programming language such as Java, Python, C++, C#, Go, Rust, or TypeScript
3. Experience with data structure implementation, basic algorithm development, and/or object-oriented design principles
4. Currently enrolled in a Bachelor's degree or above in Computer Science, Computer Engineering, Data Science, Information Systems, or related STEM fields OR completed a Bachelor's or Graduate degree in specified fields"	not sure	
Software Engineer	2026-02-02	https://jobright.ai/jobs/info/69816fcb49964d25b5e469d9?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Ontario, CA
Irvine, CA"	Origence	$99K-$124K /yr	501-1000	Banking, Electronic Design Automation (EDA)	"1. Bachelor’s degree in Computer Science, Engineering or related industry experience
2. A minimum of 1 year of professional software development experience in business process automation applications, which includes internships.
3. Working knowledge of .Net/.Net Core, C#, Windows tools and languages as well as modern web frameworks (Angular via Typescript, React, Vue), and or equivalent languages and frameworks such as Java, Java Spring boot.
4. Can effectively lead technical initiatives, collaboratively design/requirements meetings while gathering the necessary information for software development.
5. Ownership and accountability mindset, strong decision making along with communication and analytical skills that helps to partner with Product Owners and cross functional teams.
..."	not sure	
Content Integrator	2026-02-02	https://jobright.ai/jobs/info/69659cf22cbf4e44756f44e4?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Fullerton, CA
Fullerton, CA 92831, USA"	Anuvu	$20-$23 /hr	1001-5000	Aerospace, Content	"1. Attention to detail and tenacity
2. Ability to work across functional teams to ensure video, audio and metadata content meet necessary technical, quality and client requirements
3. Document and communicate results of testing to key stakeholders
4. Chase and monitor delivery of media encodes to ensure adherence to critical path timelines
5. Input and manage metadata in database systems
..."	not sure	
Analytics Enablement Engineer	2026-02-02	https://jobright.ai/jobs/info/68cd08dce23def7af55b3cc5?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Greater Chicago Area	RAPP	$63K-$76K /yr	5001-10000	Advertising, Market Research	"1. Minimum 1-3 years of analytics and technology experience
2. An understanding of ETL concepts including the data integration pipeline, staging tables, incremental loading, SCD, data quality, business logic, and views
3. Experience authoring SQL, Python, and JavaScript in team environments, leveraging Git for source control
4. Experience authoring SQL to query, load, transform, and retrieve data from various databases including MS SQL Server, Redshift, and PostgreSQL
5. Experience with scripting and other languages including Python, JavaScript, CLI, and Regular Expressions
..."	not sure	
Software Engineer	2026-02-02	https://jobright.ai/jobs/info/6981666d7f40342e15da6a05?utm_source=1100&utm_campaign=Software Engineering	Hybrid	New York, NY	Harry's	$110K-$130K /yr	251-500	Consumer Goods, E-Commerce	"1. Strong JavaScript/TypeScript fundamentals and familiarity with React or similar component-based frameworks
2. Genuinely curious—you actively seek out learning opportunities and stay up to date on new developments in your field
3. Curious about how e-commerce works—you're interested in why conversion rates, page speed, and checkout flows matter, not just how to build them
4. Comfortable using AI tools (Copilot, ChatGPT, Claude, etc.) in your development workflow—and you know how to validate their output
5. Take ownership of your work: you dive in without being asked twice and deliver on your commitments
..."	not sure	
Software Design Engineering Scientist Associate	2026-02-02	https://jobright.ai/jobs/info/698165b57f40342e15da693c?utm_source=1100&utm_campaign=Software Engineering	On Site	Austin, TX	The University of Texas at Austin	$88K-$120K /yr	501-1000	Corporate Training, Education	"1. Bachelor's degree in computer science, computer engineering, electrical engineering or other related field.
2. Demonstrated ability to define and document complex software applications using object oriented data structures.
3. Applicant must have a demonstrated ability to follow coding standards and testing standards.
4. Applicant must have a dynamic skill set, willing to work with new technologies, be highly organized, capable of planning and coordinating multiple tasks, and managing their time.
5. This position will require attention to detail, effective problem solving, sound engineering judgment, and good communication skills.
..."	no	
